stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,4.09,0,0
72hpf,2.14,0,37.44,0,1.07
21Day,0,1.34,6.69,0,0
3Month,0.32,0,0,0.32,0
22Month,1.64,0.55,0,0,0
