stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,28.6,4.09
72hpf,0,0,0,0,1.07,0,20.33,3.21
21Day,0,4.02,1.34,0,0,1.34,10.71,0
3Month,0.32,3.2,0,0.64,1.6,0.32,0.32,0.64
22Month,0,2.73,0,0,1.64,0,0,0.55
