stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,4.09,20.43,0,0
72hpf,0,0,0,6.42,0,0
21Day,1.34,0,2.68,26.77,0,0
3Month,0.32,0.64,0,1.92,0.96,0.32
22Month,3.28,0.55,0,3.28,0,0
