stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,8.17,0,0,0,28.6,0
72hpf,0,2.14,0,0,0,0,1.07
21Day,0,2.68,0,6.69,0,4.02,0
3Month,0.32,5.44,1.28,0.64,1.28,0,0.64
22Month,0,1.09,0,0,0,0,0
