stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,24.52,0,0
72hpf,0,0,0,6.42,1.07,22.47,0,2.14
21Day,4.02,0,0,40.16,1.34,8.03,1.34,0
3Month,6.72,0.64,0.64,148.78,0.64,0,0.32,1.92
22Month,8.75,0,2.19,88.01,0,0,0.55,0
