stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,106.98,2.14,0,2.14,3.21,2.14
21Day,65.59,2.68,0,4.02,6.69,4.02
3Month,8.32,0,0.96,0.32,0.64,0
22Month,5.47,0,0.55,0,0,0
