stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,40.86,0,0,0,0
72hpf,0,1.07,0,0,1.07,0,0
21Day,0,1.34,16.06,2.68,2.68,2.68,0
3Month,2.56,8,30.4,15.36,0,4.16,0.64
22Month,1.09,9.29,44.28,21.87,0.55,3.83,2.19
