stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,24.52,4.09,0,20.43,4.09,114.42,0,44.95
72hpf,1.07,3.21,2.14,0,0,2.14,5.35,0,12.84
21Day,0,172.67,8.03,1.34,2.68,6.69,10.71,2.68,4.02
3Month,0.64,13.12,0,55.03,1.92,1.28,0,0.64,1.92
22Month,0,6.01,0,15.31,1.09,0.55,1.09,0.55,0.55
