stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,4.28,0,2.14,0,0,1.07
21Day,2.68,36.14,0,56.22,0,0,2.68
22Month,7.65,0.55,0.55,94.57,0.55,0.55,1.09
