stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,44.95,0,0,0,4.09,8.17,0,4.09
72hpf,0,5.35,0,0,0,0,0,0,0
21Day,0,6.69,0,0,0,1.34,0,0,0
3Month,0.32,89.59,0.64,2.56,0.64,0.32,0,11.52,1.6
22Month,0,1.09,0.55,0,0,0,0,2.73,0.55
