stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,5.35,0,0
21Day,0,0,0,42.83,0,0
3Month,0.96,0,0,10.56,0.32,0.32
22Month,3.28,0.55,0.55,0.55,0,0
