stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,12.26,0,0,0,4.09,36.78,0,0,8.17
72hpf,1.07,96.28,48.14,0,3.21,1.07,108.05,1.07,2.14,12.84
21Day,1.34,397.54,41.49,1.34,22.76,20.08,58.9,0,18.74,37.48
3Month,5.12,1367.78,7.68,39.35,98.86,17.92,14.08,0.32,39.99,37.75
22Month,4.92,1490.73,3.28,9.84,92.38,9.29,10.93,14.76,26.24,13.67
