stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,1.07,0,0,4.28,0,0
21Day,2.68,0,0,2.68,1.34,1.34
3Month,8,0.96,0.32,0,0.64,0
22Month,2.19,0.55,0,0,0,0
