stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,4.09,0
72hpf,0,0,0,0,2.14,3.21
21Day,0,1.34,0,0,1.34,1.34
3Month,3.2,0,20.48,0.32,0.64,0.96
22Month,3.28,0,2.19,0,0,0
