stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,16.35,0
72hpf,2.14,0,0,1.07,188.28,1.07,54.56,4.28
21Day,6.69,0,4.02,2.68,77.63,0,25.43,5.35
3Month,2.56,0.64,0.96,1.28,0.32,0,1.92,0.64
22Month,12.03,0.55,2.19,2.19,0,0,0.55,2.73
