stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,0,9.63,0,0
21Day,0,0,0,0,14.72,0,1.34
3Month,3.84,1.28,1.28,0.32,0.64,0,0
22Month,22.96,4.37,2.19,0,0.55,1.64,1.09
