stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,4.09,0,0
72hpf,0,70.61,0,0,0,1.07,8.56,1.07,2.14
21Day,0,25.43,1.34,0,13.39,0,4.02,0,0
3Month,0.64,27.84,0.96,17.6,58.23,0.96,1.28,0.64,1.92
22Month,0,6.01,0,4.37,14.21,0,0,1.09,1.64
