stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,4.09,0,0,0,4.09,0,4.09
72hpf,2.14,1.07,0,0,2.14,0,0
21Day,4.02,1.34,0,0,0,0,1.34
3Month,2.88,0,1.6,0.96,0.32,0,0
22Month,3.28,0,0,2.73,0,0.55,0
