stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,8.17,0,0
72hpf,0,1.07,0,0,14.98,138,0,0,2.14
21Day,0,2.68,2.68,0,12.05,97.71,0,1.34,0
3Month,0.32,5.44,0,0.64,9.6,1.28,0,0,0.32
22Month,0,12.57,1.09,0.55,47.01,1.09,1.09,0.55,1.09
