stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,53.12,0,0,8.17,159.37,0,0,4.09
72hpf,36.37,1.07,1.07,0,64.19,3.21,1.07,3.21
21Day,13.39,1.34,1.34,0,4.02,0,1.34,4.02
22Month,2.73,0,0,0,0,0,0,0
