stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,1.34,2.68,0,34.8,1.34,2.68,0
3Month,0.64,1.28,0,0,7.68,0,0,0.96
22Month,0,3.83,0,0.55,4.92,0,0,0
