stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,69.47,0,0,8.17,20.43,375.95,4.09,65.38
72hpf,0,68.47,1.07,0,0,1.07,10.7,0,7.49
22Month,0,0,0,4.37,0,0,0,0,0
