stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,32.69,0,4.09
72hpf,0,0,0,0,1.07,0,0,0
21Day,0,1.34,0,0,0,0,0,1.34
3Month,0.32,13.76,8.96,1.92,0.32,0.96,0.32,1.6
22Month,0,1.64,0,0,0,0,0,0
