stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,24.52,0,0,4.09
72hpf,3.21,0,0,0,115.54,0,0,1.07
21Day,16.06,16.06,0,0,886.11,0,4.02,21.42
3Month,3.84,0.32,15.68,0.32,3.2,0,0.32,0.64
22Month,22.96,0,3.28,4.92,217.02,2.19,0.55,1.09
