stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,0
72hpf,1.07,0,0,0,3.21,0,0
21Day,34.8,2.68,0,22.76,5.35,1.34,0
3Month,39.03,0,1.28,5.44,0.32,0,0.32
22Month,8.2,0,0,2.19,0,0,0.55
