stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,20.43,0,0,0
72hpf,1.07,0,0,0,11.77,0,0,0
21Day,1.34,0,0,0,12.05,0,0,1.34
3Month,10.24,34.87,1.28,2.24,1.6,0,2.88,0.32
22Month,15.85,38.81,2.19,0,0.55,0.55,4.37,0.55
