stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,8.17,0,4.09,28.6,0
72hpf,4.28,1.07,0,4.28,2.14
21Day,1.34,1.34,8.03,2.68,2.68
3Month,0.32,0,0.32,0.32,0
