stage,Epithelial,Erythroid,Germ,Immune,Neuron
24hpf,0,0,0,0,4.09
21Day,0,0,1.34,0,0
3Month,2.24,0.32,29.12,1.28,0.32
22Month,0.55,0,0,0.55,0
