stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,2.14,0,0,7.49,0,0
21Day,0,0,0,0,4.02,0,0
3Month,0.32,3.2,6.4,1.6,0.32,0,0.32
22Month,0,2.73,2.19,0.55,0,0.55,0.55
