stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,12.26,0,0,0,0,4.09,0,0
72hpf,0,25.67,0,0,0,1.07,0,0,0
21Day,0,58.9,0,2.68,1.34,1.34,0,0,0
3Month,0.96,101.1,3.2,32.95,1.28,0.64,0,1.28,0
22Month,0.55,14.76,2.73,4.37,4.92,0.55,1.09,1.09,0.55
