stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,28.6,0,4.09
72hpf,0,0,0,0,0,0,6.42,1.07,0
21Day,0,5.35,2.68,0,0,1.34,2.68,0,0
3Month,0,6.72,0.32,0.96,0.96,0.32,0,0,1.6
22Month,0.55,3.28,0,0,0.55,0,0,0,0
