stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,0,2.14,0,0
21Day,0,0,0,0,1.34,5.35,0,0
22Month,0.55,14.21,1.09,0.55,1.09,0.55,0.55,1.64
