stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,28.6,0,0,0,0,28.6,4.09,0,4.09
72hpf,17.12,0,0,0,0,21.4,0,0,5.35
21Day,24.09,2.68,0,0,2.68,13.39,0,2.68,1.34
3Month,99.18,0.64,5.44,88.63,125.42,14.4,0.32,9.92,3.84
22Month,57.95,1.09,0,47.56,59.04,4.92,0.55,3.83,1.64
