stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,6.42,0,0,0,7.49,0,0,0
21Day,14.72,1.34,0,0,10.71,1.34,0,0
3Month,8.32,0.64,1.28,0,0,0,0.64,1.6
22Month,27.33,1.09,1.09,1.09,0.55,1.64,0,2.19
