stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,8.17,0,32.69,8.17
72hpf,1.07,0,0,2.14,3.21,3.21
21Day,1.34,0,0,0,2.68,5.35
3Month,0.32,0.96,0,0,0,0
22Month,0.55,0,1.09,0,0,0
