stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,7.49,0,1.07,0,0,1.07
21Day,1.34,1.34,0,17.4,1.34,0,0,0,2.68
3Month,31.04,0.64,0.32,11.84,0,0,0.32,0.64,0.32
22Month,90.74,0,0,25.69,0,0,7.11,0,0.55
