stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,24.52,0,4.09,4.09,155.28,0,24.52
72hpf,0,14.98,0,1.07,2.14,35.3,0,2.14
21Day,0,4.02,0,0,0,0,1.34,0
3Month,0.32,7.36,117.42,3.2,0.96,0.64,0.96,0
22Month,0,2.73,8.2,0,0,0,0,0
