stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,28.6,0,0
72hpf,1.07,0,0,0,1.07,16.05,0,4.28
21Day,5.35,4.02,0,4.02,1.34,4.02,0,0
3Month,2.56,0,6.72,2.56,0,0.32,0,0.96
22Month,6.56,0,0,2.73,0,0,0.55,0.55
