stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,13.91,0,0,1.07,0,0,1.07
21Day,0,24.09,0,5.35,1.34,0,2.68,0
3Month,0.32,3.84,0.32,0.32,0.32,0,0.32,0
22Month,0,7.11,1.09,1.09,0,1.64,0,0
