stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,12.26
72hpf,2.14,0,0,1.07,3.21,0,25.67
21Day,1.34,0,0,1.34,5.35,1.34,62.91
3Month,3.2,0.32,0.96,0.32,0,0.32,5.76
22Month,13.12,0,0.55,0,0,0,0.55
