stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,28.6,4.09,0
72hpf,9.63,1.07,0,1.07,2.14,36.37,0,1.07
21Day,9.37,0,0,2.68,5.35,107.08,0,0
3Month,49.91,0.32,148.46,2.88,0.32,9.6,0.96,1.6
22Month,36.63,0,14.76,2.73,0,1.09,0.55,0.55
