stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,24.52,0,0
72hpf,2.14,27.81,1.07,0,0,1.07,56.7,0,10.7
21Day,0,2.68,0,0,0,0,40.16,0,1.34
3Month,0.32,5.12,0.32,0.64,1.28,12.48,11.84,0.64,2.24
22Month,0,0,0,0,0.55,0,1.64,0,0
