stage,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,1.07,0
21Day,1.34,0,0,0,1.34
3Month,0,0.64,0.32,0,0.32
22Month,0,1.64,0,0,0.55
