stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,49.04,8.17
72hpf,1.07,5.35,1.07,0,1.07,16.05,2.14
21Day,0,1.34,0,2.68,0,4.02,5.35
