stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0,1.34,4.02,0,0,0,0,0,0
3Month,0.32,16.32,27.84,5.44,0.32,0.32,0,0.32,0.64
22Month,0,49.75,10.39,6.56,0.55,0,2.73,0.55,2.19
