stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,16.35,0
72hpf,0,0,0,0,0,9.63,2.14
21Day,9.37,1.34,0,0,0,6.69,0
3Month,1.28,0,8.32,0.64,0.32,0,0
