stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,36.78,0,0
72hpf,2.14,0,2.14,3.21,1.07,0
21Day,0,22.76,0,1.34,0,0
3Month,1.92,21.44,0.32,0,0,0.64
22Month,1.64,0,0,0,0,0
