stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,16.35,0,0
72hpf,2.14,0,3.21,11.77,0,2.14
21Day,0,1.34,0,1.34,1.34,0
