stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
21Day,0,0,0,1.34,0,0,0
3Month,0.32,6.4,0.32,7.68,0.32,0.32,0.64
22Month,0,4.92,0,2.19,0,0,0.55
