stage,Endothelial,Epithelial,Germ,Immune,Neuron
24hpf,0,0,0,4.09,4.09
72hpf,0,0,0,0,1.07
21Day,0,4.02,0,0,0
3Month,0.32,0,1.6,0.64,0
