stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,0
72hpf,0,78.09,1.07,0,1.07,2.14,1.07
21Day,0,95.04,1.34,0,2.68,0,0
3Month,0.64,2.56,0,0.32,0.32,0.32,0
22Month,0,0.55,0,0,0,0,0
