stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,0,0,0,0,1.07,5.35,2.14
21Day,0,1.34,0,0,2.68,6.69,16.06
3Month,3.2,0,2.24,0.32,0,0.64,1.28
22Month,4.37,0,0,0,0,0,0.55
