stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,12.26,0,4.09
72hpf,0,1.07,0,0,0,1.07,0,2.14
21Day,0,4.02,0,0,0,6.69,0,4.02
3Month,0,1.92,1.92,0.32,0.32,0,0,0
22Month,0.55,6.56,1.09,3.83,0.55,0,0.55,0.55
