stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,196.15,4.09,0,36.78
72hpf,7.49,1.07,1.07,2.14,156.19,0,0,16.05
21Day,13.39,2.68,6.69,8.03,53.54,0,4.02,9.37
