stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0
3Month,44.15,0.64,2.88,5.76,0,0.32,3.2
22Month,19.68,1.09,0,0.55,0,0.55,0
