stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,49.04,0
72hpf,1.07,0,2.14,2.14,1.07,24.61,2.14
21Day,0,4.02,0,1.34,0,12.05,2.68
22Month,0,0.55,0,0,0,0,0
