stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,44.95,4.09,0,16.35
72hpf,0,4.28,0,0,0,43.86,0,0,14.98
21Day,0,5.35,0,1.34,1.34,20.08,0,1.34,20.08
3Month,1.28,32.95,1.6,1.92,0.32,0.96,0,0.96,5.76
22Month,0,18.59,0,0,2.73,1.64,2.19,1.09,1.09
