stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,4.09
72hpf,1.07,1.07,0,0,3.21,0,0
21Day,0,0,0,1.34,0,0,2.68
3Month,5.44,96.94,0.96,0.64,0.32,0.64,0.96
