stage,Epithelial,Germ,Immune,Stromal
24hpf,0,0,0,8.17
72hpf,0,0,0,1.07
21Day,1.34,0,1.34,0
3Month,0.32,1.28,0.32,0
22Month,1.09,0,0,0.55
