stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,4.09,0,0,4.09
72hpf,0,1.07,0,0,3.21,1.07
21Day,0,4.02,0,1.34,6.69,0
22Month,0,0.55,0,0,1.09,0
