stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
72hpf,0,0,0,0,0,1.07
3Month,6.72,154.22,2.56,0.96,1.28,1.6
22Month,2.19,15.85,0.55,0,0,0
