stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
22Month,0.55,22.41,0.55,3.28,0.55,0,1.09,1.09
