stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,1.07,0,0,0
21Day,0,1.34,0,0,0
3Month,0,4.16,0,0,0.32
22Month,1.64,8.2,2.19,0,0.55
