stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,0,4.09
72hpf,1.07,0,0,1.07,74.89,0,4.28
21Day,2.68,2.68,0,1.34,81.65,1.34,8.03
3Month,3.2,0,6.4,3.84,16.64,0.64,4.48
22Month,14.21,0,6.56,2.73,4.92,0,1.64
